CCODE SCODE YEAR XRREG XRCOMP XROPEN XCONST PARREG PARCOMP DEMOCRACY AUTOCRACY POLITY ORIGIN
385 NOR 1919 3 3 4 7 5 5 10 0 10 0
385 NOR 1920 3 3 4 7 5 5 10 0 10 0
385 NOR 1921 3 3 4 7 5 5 10 0 10 0
385 NOR 1922 3 3 4 7 5 5 10 0 10 0
385 NOR 1923 3 3 4 7 5 5 10 0 10 0
385 NOR 1924 3 3 4 7 5 5 10 0 10 0
385 NOR 1925 3 3 4 7 5 5 10 0 10 0
385 NOR 1926 3 3 4 7 5 5 10 0 10 0
385 NOR 1927 3 3 4 7 5 5 10 0 10 0
385 NOR 1928 3 3 4 7 5 5 10 0 10 0
385 NOR 1929 3 3 4 7 5 5 10 0 10 0
385 NOR 1930 3 3 4 7 5 5 10 0 10 0
385 NOR 1931 3 3 4 7 5 5 10 0 10 0
385 NOR 1932 3 3 4 7 5 5 10 0 10 0
385 NOR 1933 3 3 4 7 5 5 10 0 10 0
385 NOR 1934 3 3 4 7 5 5 10 0 10 0
385 NOR 1935 3 3 4 7 5 5 10 0 10 0
385 NOR 1936 3 3 4 7 5 5 10 0 10 0
385 NOR 1937 3 3 4 7 5 5 10 0 10 0
385 NOR 1938 3 3 4 7 5 5 10 0 10 0
385 NOR 1939 3 3 4 7 5 5 10 0 10 0
385 NOR 1940 -66 -66 -66 -66 -66 -66 -66 -66 -66 0
385 NOR 1941 -66 -66 -66 -66 -66 -66 -66 -66 -66 0
385 NOR 1942 -66 -66 -66 -66 -66 -66 -66 -66 -66 0
385 NOR 1943 -66 -66 -66 -66 -66 -66 -66 -66 -66 0
385 NOR 1944 -66 -66 -66 -66 -66 -66 -66 -66 -66 0
385 NOR 1945 3 3 4 7 5 5 10 0 10 0
385 NOR 1946 3 3 4 7 5 5 10 0 10 0
385 NOR 1947 3 3 4 7 5 5 10 0 10 0
385 NOR 1948 3 3 4 7 5 5 10 0 10 0
385 NOR 1949 3 3 4 7 5 5 10 0 10 0
385 NOR 1950 3 3 4 7 5 5 10 0 10 0
385 NOR 1951 3 3 4 7 5 5 10 0 10 0
385 NOR 1952 3 3 4 7 5 5 10 0 10 0
385 NOR 1953 3 3 4 7 5 5 10 0 10 0
385 NOR 1954 3 3 4 7 5 5 10 0 10 0
385 NOR 1955 3 3 4 7 5 5 10 0 10 0
385 NOR 1956 3 3 4 7 5 5 10 0 10 0
385 NOR 1957 3 3 4 7 5 5 10 0 10 0
385 NOR 1958 3 3 4 7 5 5 10 0 10 0
385 NOR 1959 3 3 4 7 5 5 10 0 10 0
385 NOR 1960 3 3 4 7 5 5 10 0 10 0
385 NOR 1961 3 3 4 7 5 5 10 0 10 0
385 NOR 1962 3 3 4 7 5 5 10 0 10 0
385 NOR 1963 3 3 4 7 5 5 10 0 10 0
385 NOR 1964 3 3 4 7 5 5 10 0 10 0
385 NOR 1965 3 3 4 7 5 5 10 0 10 0
385 NOR 1966 3 3 4 7 5 5 10 0 10 0
385 NOR 1967 3 3 4 7 5 5 10 0 10 0
385 NOR 1968 3 3 4 7 5 5 10 0 10 0
385 NOR 1969 3 3 4 7 5 5 10 0 10 0
385 NOR 1970 3 3 4 7 5 5 10 0 10 0
385 NOR 1971 3 3 4 7 5 5 10 0 10 0
385 NOR 1972 3 3 4 7 5 5 10 0 10 0
385 NOR 1973 3 3 4 7 5 5 10 0 10 0
385 NOR 1974 3 3 4 7 5 5 10 0 10 0
385 NOR 1975 3 3 4 7 5 5 10 0 10 0
385 NOR 1976 3 3 4 7 5 5 10 0 10 0
385 NOR 1977 3 3 4 7 5 5 10 0 10 0
385 NOR 1978 3 3 4 7 5 5 10 0 10 0
385 NOR 1979 3 3 4 7 5 5 10 0 10 0
385 NOR 1980 3 3 4 7 5 5 10 0 10 0
385 NOR 1981 3 3 4 7 5 5 10 0 10 0
385 NOR 1982 3 3 4 7 5 5 10 0 10 0
385 NOR 1983 3 3 4 7 5 5 10 0 10 0
385 NOR 1984 3 3 4 7 5 5 10 0 10 0
385 NOR 1985 3 3 4 7 5 5 10 0 10 0
385 NOR 1986 3 3 4 7 5 5 10 0 10 0
385 NOR 1987 3 3 4 7 5 5 10 0 10 0
385 NOR 1988 3 3 4 7 5 5 10 0 10 0
385 NOR 1989 3 3 4 7 5 5 10 0 10 0
385 NOR 1990 3 3 4 7 5 5 10 0 10 0
385 NOR 1991 3 3 4 7 5 5 10 0 10 0
385 NOR 1992 3 3 4 7 5 5 10 0 10 0
385 NOR 1993 3 3 4 7 5 5 10 0 10 0
385 NOR 1994 3 3 4 7 5 5 10 0 10 0
385 NOR 1995 3 3 4 7 5 5 10 0 10 0
385 NOR 1996 3 3 4 7 5 5 10 0 10 0
385 NOR 1997 3 3 4 7 5 5 10 0 10 0
385 NOR 1998 3 3 4 7 5 5 10 0 10 0
385 NOR 1999 3 3 4 7 5 5 10 0 10 0
385 NOR 2000 3 3 4 7 5 5 10 0 10 0
385 NOR 2001 3 3 4 7 5 5 10 0 10 0
385 NOR 2002 3 3 4 7 5 5 10 0 10 0
385 NOR 2003 3 3 4 7 5 5 10 0 10 0
385 NOR 2004 3 3 4 7 5 5 10 0 10 0
385 NOR 2005 3 3 4 7 5 5 10 0 10 0
385 NOR 2006 3 3 4 7 5 5 10 0 10 0
385 NOR 2007 3 3 4 7 5 5 10 0 10 0
390 DEN 1816 3 1 1 1 4 1 0 10 -10 0
390 DEN 1817 3 1 1 1 4 1 0 10 -10 0
390 DEN 1818 3 1 1 1 4 1 0 10 -10 0
390 DEN 1819 3 1 1 1 4 1 0 10 -10 0
390 DEN 1820 3 1 1 1 4 1 0 10 -10 0
390 DEN 1821 3 1 1 1 4 1 0 10 -10 0
390 DEN 1822 3 1 1 1 4 1 0 10 -10 0
390 DEN 1823 3 1 1 1 4 1 0 10 -10 0
390 DEN 1824 3 1 1 1 4 1 0 10 -10 0
390 DEN 1825 3 1 1 1 4 1 0 10 -10 0
390 DEN 1826 3 1 1 1 4 1 0 10 -10 0
390 DEN 1827 3 1 1 1 4 1 0 10 -10 0
390 DEN 1828 3 1 1 1 4 1 0 10 -10 0
390 DEN 1829 3 1 1 1 4 1 0 10 -10 0
390 DEN 1830 3 1 1 1 4 1 0 10 -10 0
390 DEN 1831 3 1 1 1 4 1 0 10 -10 0
390 DEN 1832 3 1 1 1 4 1 0 10 -10 0
390 DEN 1833 3 1 1 1 4 1 0 10 -10 0
390 DEN 1834 3 1 1 1 4 2 0 9 -9 0
390 DEN 1835 3 1 1 1 4 2 0 9 -9 0
390 DEN 1836 3 1 1 1 4 2 0 9 -9 0
390 DEN 1837 3 1 1 1 4 2 0 9 -9 0
390 DEN 1838 3 1 1 1 4 2 0 9 -9 0
390 DEN 1839 3 1 1 1 4 2 0 9 -9 0
390 DEN 1840 3 1 1 1 4 2 0 9 -9 0
390 DEN 1841 3 1 1 1 4 2 0 9 -9 0
390 DEN 1842 3 1 1 1 4 2 0 9 -9 0
390 DEN 1843 3 1 1 1 4 2 0 9 -9 0
390 DEN 1844 3 1 1 1 4 2 0 9 -9 0
390 DEN 1845 3 1 1 1 4 2 0 9 -9 0
390 DEN 1846 3 1 1 1 4 2 0 9 -9 0
390 DEN 1847 3 1 1 1 4 2 0 9 -9 0
390 DEN 1848 3 1 1 1 4 2 0 9 -9 0
390 DEN 1849 3 1 2 5 5 5 5 3 2 0
390 DEN 1850 3 1 2 5 5 5 5 3 2 0
390 DEN 1851 3 1 2 5 5 5 5 3 2 0
390 DEN 1852 3 1 2 5 5 5 5 3 2 0
390 DEN 1853 3 1 2 5 5 5 5 3 2 0
390 DEN 1854 3 1 2 5 5 5 5 3 2 0
390 DEN 1855 3 1 2 5 5 5 5 3 2 0
390 DEN 1856 3 1 2 5 5 5 5 3 2 0
390 DEN 1857 3 1 2 5 5 5 5 3 2 0
390 DEN 1858 3 1 2 5 5 5 5 3 2 0
390 DEN 1859 3 1 2 5 5 5 5 3 2 0
390 DEN 1860 3 1 2 5 5 5 5 3 2 0
390 DEN 1861 3 1 2 5 5 5 5 3 2 0
390 DEN 1862 3 1 2 5 5 5 5 3 2 0
390 DEN 1863 3 1 2 5 5 5 5 3 2 0
390 DEN 1864 3 1 2 5 5 5 5 3 2 0
390 DEN 1865 3 1 2 5 5 5 5 3 2 0
390 DEN 1866 3 1 2 3 5 5 3 4 -1 0
390 DEN 1867 3 1 2 3 5 5 3 4 -1 0
390 DEN 1868 3 1 2 3 5 5 3 4 -1 0
390 DEN 1869 3 1 2 3 5 5 3 4 -1 0
390 DEN 1870 3 1 2 3 2 3 1 4 -3 0
390 DEN 1871 3 1 2 3 2 3 1 4 -3 0
390 DEN 1872 3 1 2 3 2 3 1 4 -3 0
390 DEN 1873 3 1 2 3 2 3 1 4 -3 0
390 DEN 1874 3 1 2 3 2 3 1 4 -3 0
390 DEN 1875 3 1 2 3 2 3 1 4 -3 0
390 DEN 1876 3 1 2 3 2 3 1 4 -3 0
390 DEN 1877 3 1 2 3 2 3 1 4 -3 0
390 DEN 1878 3 1 2 3 2 3 1 4 -3 0
390 DEN 1879 3 1 2 3 2 3 1 4 -3 0
390 DEN 1880 3 1 2 3 2 3 1 4 -3 0
390 DEN 1881 3 1 2 3 2 3 1 4 -3 0
390 DEN 1882 3 1 2 3 2 3 1 4 -3 0
390 DEN 1883 3 1 2 3 2 3 1 4 -3 0
390 DEN 1884 3 1 2 3 2 3 1 4 -3 0
390 DEN 1885 3 1 2 3 2 3 1 4 -3 0
390 DEN 1886 3 1 2 3 2 3 1 4 -3 0
390 DEN 1887 3 1 2 3 2 3 1 4 -3 0
390 DEN 1888 3 1 2 3 2 3 1 4 -3 0
390 DEN 1889 3 1 2 3 2 3 1 4 -3 0
390 DEN 1890 3 1 2 3 2 3 1 4 -3 0
390 DEN 1891 3 1 2 3 2 3 1 4 -3 0
390 DEN 1892 3 1 2 3 2 3 1 4 -3 0
390 DEN 1893 3 1 2 3 2 3 1 4 -3 0
390 DEN 1894 3 1 2 3 2 3 1 4 -3 0
390 DEN 1895 3 1 2 3 2 3 1 4 -3 0
390 DEN 1896 3 1 2 3 2 3 1 4 -3 0
390 DEN 1897 3 1 2 3 2 3 1 4 -3 0
390 DEN 1898 3 1 2 3 2 3 1 4 -3 0
390 DEN 1899 3 1 2 3 2 3 1 4 -3 0
390 DEN 1900 3 1 2 3 2 3 1 4 -3 0
390 DEN 1901 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
390 DEN 1902 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
390 DEN 1903 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
390 DEN 1904 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
390 DEN 1905 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
390 DEN 1906 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
390 DEN 1907 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
390 DEN 1908 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
390 DEN 1909 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
390 DEN 1910 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
390 DEN 1911 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
390 DEN 1912 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
390 DEN 1913 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
390 DEN 1914 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
390 DEN 1915 3 3 4 7 5 5 10 0 10 0
390 DEN 1916 3 3 4 7 5 5 10 0 10 0
390 DEN 1917 3 3 4 7 5 5 10 0 10 0
390 DEN 1918 3 3 4 7 5 5 10 0 10 0
390 DEN 1919 3 3 4 7 5 5 10 0 10 0
390 DEN 1920 3 3 4 7 5 5 10 0 10 0
390 DEN 1921 3 3 4 7 5 5 10 0 10 0
390 DEN 1922 3 3 4 7 5 5 10 0 10 0
390 DEN 1923 3 3 4 7 5 5 10 0 10 0
390 DEN 1924 3 3 4 7 5 5 10 0 10 0
390 DEN 1925 3 3 4 7 5 5 10 0 10 0
390 DEN 1926 3 3 4 7 5 5 10 0 10 0
390 DEN 1927 3 3 4 7 5 5 10 0 10 0
390 DEN 1928 3 3 4 7 5 5 10 0 10 0
390 DEN 1929 3 3 4 7 5 5 10 0 10 0
390 DEN 1930 3 3 4 7 5 5 10 0 10 0
390 DEN 1931 3 3 4 7 5 5 10 0 10 0
390 DEN 1932 3 3 4 7 5 5 10 0 10 0
390 DEN 1933 3 3 4 7 5 5 10 0 10 0
390 DEN 1934 3 3 4 7 5 5 10 0 10 0
390 DEN 1935 3 3 4 7 5 5 10 0 10 0
390 DEN 1936 3 3 4 7 5 5 10 0 10 0
390 DEN 1937 3 3 4 7 5 5 10 0 10 0
390 DEN 1938 3 3 4 7 5 5 10 0 10 0
390 DEN 1939 3 3 4 7 5 5 10 0 10 0
390 DEN 1940 -66 -66 -66 -66 -66 -66 -66 -66 -66 0
390 DEN 1941 -66 -66 -66 -66 -66 -66 -66 -66 -66 0
390 DEN 1942 -66 -66 -66 -66 -66 -66 -66 -66 -66 0
390 DEN 1943 -66 -66 -66 -66 -66 -66 -66 -66 -66 0
390 DEN 1944 -66 -66 -66 -66 -66 -66 -66 -66 -66 0
390 DEN 1945 3 3 4 7 5 5 10 0 10 0
390 DEN 1946 3 3 4 7 5 5 10 0 10 0
390 DEN 1947 3 3 4 7 5 5 10 0 10 0
390 DEN 1948 3 3 4 7 5 5 10 0 10 0
390 DEN 1949 3 3 4 7 5 5 10 0 10 0
390 DEN 1950 3 3 4 7 5 5 10 0 10 0
390 DEN 1951 3 3 4 7 5 5 10 0 10 0
390 DEN 1952 3 3 4 7 5 5 10 0 10 0
390 DEN 1953 3 3 4 7 5 5 10 0 10 0
390 DEN 1954 3 3 4 7 5 5 10 0 10 0
390 DEN 1955 3 3 4 7 5 5 10 0 10 0
390 DEN 1956 3 3 4 7 5 5 10 0 10 0
390 DEN 1957 3 3 4 7 5 5 10 0 10 0
390 DEN 1958 3 3 4 7 5 5 10 0 10 0
390 DEN 1959 3 3 4 7 5 5 10 0 10 0
390 DEN 1960 3 3 4 7 5 5 10 0 10 0
390 DEN 1961 3 3 4 7 5 5 10 0 10 0
390 DEN 1962 3 3 4 7 5 5 10 0 10 0
390 DEN 1963 3 3 4 7 5 5 10 0 10 0
390 DEN 1964 3 3 4 7 5 5 10 0 10 0
390 DEN 1965 3 3 4 7 5 5 10 0 10 0
390 DEN 1966 3 3 4 7 5 5 10 0 10 0
390 DEN 1967 3 3 4 7 5 5 10 0 10 0
390 DEN 1968 3 3 4 7 5 5 10 0 10 0
390 DEN 1969 3 3 4 7 5 5 10 0 10 0
390 DEN 1970 3 3 4 7 5 5 10 0 10 0
390 DEN 1971 3 3 4 7 5 5 10 0 10 0
390 DEN 1972 3 3 4 7 5 5 10 0 10 0
390 DEN 1973 3 3 4 7 5 5 10 0 10 0
390 DEN 1974 3 3 4 7 5 5 10 0 10 0
390 DEN 1975 3 3 4 7 5 5 10 0 10 0
390 DEN 1976 3 3 4 7 5 5 10 0 10 0
390 DEN 1977 3 3 4 7 5 5 10 0 10 0
390 DEN 1978 3 3 4 7 5 5 10 0 10 0
390 DEN 1979 3 3 4 7 5 5 10 0 10 0
390 DEN 1980 3 3 4 7 5 5 10 0 10 0
390 DEN 1981 3 3 4 7 5 5 10 0 10 0
390 DEN 1982 3 3 4 7 5 5 10 0 10 0
390 DEN 1983 3 3 4 7 5 5 10 0 10 0
390 DEN 1984 3 3 4 7 5 5 10 0 10 0
390 DEN 1985 3 3 4 7 5 5 10 0 10 0
390 DEN 1986 3 3 4 7 5 5 10 0 10 0
390 DEN 1987 3 3 4 7 5 5 10 0 10 0
390 DEN 1988 3 3 4 7 5 5 10 0 10 0
390 DEN 1989 3 3 4 7 5 5 10 0 10 0
390 DEN 1990 3 3 4 7 5 5 10 0 10 0
390 DEN 1991 3 3 4 7 5 5 10 0 10 0
390 DEN 1992 3 3 4 7 5 5 10 0 10 0
390 DEN 1993 3 3 4 7 5 5 10 0 10 0
390 DEN 1994 3 3 4 7 5 5 10 0 10 0
390 DEN 1995 3 3 4 7 5 5 10 0 10 0
390 DEN 1996 3 3 4 7 5 5 10 0 10 0
390 DEN 1997 3 3 4 7 5 5 10 0 10 0
390 DEN 1998 3 3 4 7 5 5 10 0 10 0
390 DEN 1999 3 3 4 7 5 5 10 0 10 0
390 DEN 2000 3 3 4 7 5 5 10 0 10 0
390 DEN 2001 3 3 4 7 5 5 10 0 10 0
390 DEN 2002 3 3 4 7 5 5 10 0 10 0
390 DEN 2003 3 3 4 7 5 5 10 0 10 0
390 DEN 2004 3 3 4 7 5 5 10 0 10 0
390 DEN 2005 3 3 4 7 5 5 10 0 10 0
390 DEN 2006 3 3 4 7 5 5 10 0 10 0
390 DEN 2007 3 3 4 7 5 5 10 0 10 0
395 ICE 1944 3 3 4 7 5 5 10 0 10 1
395 ICE 1945 3 3 4 7 5 5 10 0 10 1
395 ICE 1946 3 3 4 7 5 5 10 0 10 1
395 ICE 1947 3 3 4 7 5 5 10 0 10 1
395 ICE 1948 3 3 4 7 5 5 10 0 10 1
395 ICE 1949 3 3 4 7 5 5 10 0 10 1
395 ICE 1950 3 3 4 7 5 5 10 0 10 1
395 ICE 1951 3 3 4 7 5 5 10 0 10 1
395 ICE 1952 3 3 4 7 5 5 10 0 10 1
395 ICE 1953 3 3 4 7 5 5 10 0 10 1
395 ICE 1954 3 3 4 7 5 5 10 0 10 1
395 ICE 1955 3 3 4 7 5 5 10 0 10 1
395 ICE 1956 3 3 4 7 5 5 10 0 10 1
395 ICE 1957 3 3 4 7 5 5 10 0 10 1
395 ICE 1958 3 3 4 7 5 5 10 0 10 1
395 ICE 1959 3 3 4 7 5 5 10 0 10 1
395 ICE 1960 3 3 4 7 5 5 10 0 10 1
395 ICE 1961 3 3 4 7 5 5 10 0 10 1
395 ICE 1962 3 3 4 7 5 5 10 0 10 1
395 ICE 1963 3 3 4 7 5 5 10 0 10 1
395 ICE 1964 3 3 4 7 5 5 10 0 10 1
395 ICE 1965 3 3 4 7 5 5 10 0 10 1
395 ICE 1966 3 3 4 7 5 5 10 0 10 1
395 ICE 1967 3 3 4 7 5 5 10 0 10 1
395 ICE 1968 3 3 4 7 5 5 10 0 10 1
395 ICE 1969 3 3 4 7 5 5 10 0 10 1
395 ICE 1970 3 3 4 7 5 5 10 0 10 1
395 ICE 1971 3 3 4 7 5 5 10 0 10 1
395 ICE 1972 3 3 4 7 5 5 10 0 10 1
395 ICE 1973 3 3 4 7 5 5 10 0 10 1
395 ICE 1974 3 3 4 7 5 5 10 0 10 1
395 ICE 1975 3 3 4 7 5 5 10 0 10 1
395 ICE 1976 3 3 4 7 5 5 10 0 10 1
395 ICE 1977 3 3 4 7 5 5 10 0 10 1
395 ICE 1978 3 3 4 7 5 5 10 0 10 1
395 ICE 1979 3 3 4 7 5 5 10 0 10 1
395 ICE 1980 3 3 4 7 5 5 10 0 10 1
395 ICE 1981 3 3 4 7 5 5 10 0 10 1
395 ICE 1982 3 3 4 7 5 5 10 0 10 1
395 ICE 1983 3 3 4 7 5 5 10 0 10 1
395 ICE 1984 3 3 4 7 5 5 10 0 10 1
395 ICE 1985 3 3 4 7 5 5 10 0 10 1
395 ICE 1986 3 3 4 7 5 5 10 0 10 1
395 ICE 1987 3 3 4 7 5 5 10 0 10 1
395 ICE 1988 3 3 4 7 5 5 10 0 10 1
395 ICE 1989 3 3 4 7 5 5 10 0 10 1
395 ICE 1990 3 3 4 7 5 5 10 0 10 1
395 ICE 1991 3 3 4 7 5 5 10 0 10 1
395 ICE 1992 3 3 4 7 5 5 10 0 10 1
395 ICE 1993 3 3 4 7 5 5 10 0 10 1
395 ICE 1994 3 3 4 7 5 5 10 0 10 1
395 ICE 1995 3 3 4 7 5 5 10 0 10 1
395 ICE 1996 3 3 4 7 5 5 10 0 10 1
395 ICE 1997 3 3 4 7 5 5 10 0 10 1
395 ICE 1998 3 3 4 7 5 5 10 0 10 1
395 ICE 1999 3 3 4 7 5 5 10 0 10 3
395 ICE 2000 3 3 4 7 5 5 10 0 10 3
395 ICE 2001 3 3 4 7 5 5 10 0 10 3
395 ICE 2002 3 3 4 7 5 5 10 0 10 3
395 ICE 2003 3 3 4 7 5 5 10 0 10 3
395 ICE 2004 3 3 4 7 5 5 10 0 10 3
402 CAP 1975 . . . . . . . . -2 3
402 CAP 1976 . . . . . . . . -2 2
402 CAP 1977 . . . . . . . . -6 2
402 CAP 1978 . . . . . . . . -6 2
402 CAP 1979 . . . . . . . . -6 2
402 CAP 1980 . . . . . . . . -6 2
402 CAP 1981 . . . . . . . . -6 2
402 CAP 1982 . . . . . . . . -6 2
402 CAP 1983 . . . . . . . . -6 2
402 CAP 1984 . . . . . . . . -6 2
402 CAP 1985 . . . . . . . . -6 2
402 CAP 1986 . . . . . . . . -6 2
402 CAP 1987 . . . . . . . . -3 2
402 CAP 1988 . . . . . . . . -3 2
402 CAP 1989 . . . . . . . . -5 2
402 CAP 1990 . . . . . . . . -2 2
402 CAP 1991 . . . . . . . . 7 2
402 CAP 1992 . . . . . . . . 10 2
402 CAP 1993 . . . . . . . . 10 2
402 CAP 1994 . . . . . . . . 10 2
402 CAP 1995 . . . . . . . . 10 2
402 CAP 1996 . . . . . . . . 10 2
402 CAP 1997 . . . . . . . . 10 2
402 CAP 1998 . . . . . . . . 10 2
402 CAP 1999 . . . . . . . . 10 2
402 CAP 2000 . . . . . . . . 10 2
402 CAP 2001 . . . . . . . . 10 2
402 CAP 2002 . . . . . . . . 10 2
402 CAP 2003 . . . . . . . . 10 2
402 CAP 2004 . . . . . . . . 10 2
402 CAP 2005 . . . . . . . . 10 2
402 CAP 2006 . . . . . . . . 10 2
402 CAP 2007 . . . . . . . . 10 2
404 GNB 1974 2 1 4 3 4 1 0 7 -7 0
404 GNB 1975 2 1 4 3 4 1 0 7 -7 0
404 GNB 1976 2 1 4 3 4 1 0 7 -7 0
404 GNB 1977 2 1 4 3 4 1 0 7 -7 0
404 GNB 1978 2 1 4 3 4 1 0 7 -7 0
404 GNB 1979 2 1 4 3 4 1 0 7 -7 0
404 GNB 1980 2 1 4 3 4 1 0 7 -7 0
404 GNB 1981 2 1 4 3 4 1 0 7 -7 0
404 GNB 1982 2 1 4 3 4 1 0 7 -7 0
404 GNB 1983 2 1 4 3 4 1 0 7 -7 0
404 GNB 1984 2 1 4 2 4 1 0 8 -8 0
404 GNB 1985 2 1 4 2 4 1 0 8 -8 0
404 GNB 1986 2 1 4 2 4 1 0 8 -8 0
404 GNB 1987 2 1 4 2 4 1 0 8 -8 0
404 GNB 1988 2 1 4 2 4 1 0 8 -8 0
404 GNB 1989 2 1 4 2 4 1 0 8 -8 0
404 GNB 1990 2 1 4 2 4 1 0 8 -8 0
404 GNB 1991 2 1 4 3 4 2 0 6 -6 0
404 GNB 1992 2 1 4 3 4 2 0 6 -6 0
404 GNB 1993 2 1 4 3 4 2 0 6 -6 0
404 GNB 1994 3 3 4 4 2 3 5 0 5 0
404 GNB 1995 3 3 4 4 2 3 5 0 5 0
404 GNB 1996 3 3 4 4 2 3 5 0 5 0
404 GNB 1997 3 3 4 4 2 3 5 0 5 0
404 GNB 1998 -77 -77 -77 -77 -77 -77 -77 -77 -77 0
404 GNB 1999 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
404 GNB 2000 2 2 4 5 2 3 5 0 5 0
404 GNB 2001 2 2 4 5 2 3 5 0 5 0
404 GNB 2002 2 2 4 5 2 3 5 0 5 0
404 GNB 2003 1 0 0 2 2 3 1 2 -1 0
404 GNB 2004 1 0 0 2 2 3 1 2 -1 0
404 GNB 2005 2 2 4 6 2 3 6 0 6 0
404 GNB 2006 2 2 4 6 2 3 6 0 6 0
404 GNB 2007 2 2 4 6 2 3 6 0 6 0
411 EQG 1960 2 2 4 3 2 3 3 1 2 3
411 EQG 1961 2 2 4 3 2 3 3 1 2 3
411 EQG 1962 2 2 4 3 2 3 3 1 2 3
411 EQG 1963 2 2 4 3 2 3 3 1 2 3
411 EQG 1964 2 2 4 3 2 3 3 1 2 3
411 EQG 1965 2 2 4 3 2 3 3 1 2 3
411 EQG 1966 2 2 4 3 2 3 3 1 2 3
411 EQG 1967 2 2 4 3 2 3 3 1 2 3
411 EQG 1968 2 2 4 3 2 3 3 1 2 0
411 EQG 1969 1 0 0 1 4 1 0 7 -7 0
411 EQG 1970 1 0 0 1 4 1 0 7 -7 0
411 EQG 1971 1 0 0 1 4 1 0 7 -7 0
411 EQG 1972 1 0 0 1 4 1 0 7 -7 0
411 EQG 1973 1 0 0 1 4 1 0 7 -7 0
411 EQG 1974 1 0 0 1 4 1 0 7 -7 0
411 EQG 1975 1 0 0 1 4 1 0 7 -7 0
411 EQG 1976 1 0 0 1 4 1 0 7 -7 0
411 EQG 1977 1 0 0 1 4 1 0 7 -7 0
411 EQG 1978 1 0 0 1 4 1 0 7 -7 0
411 EQG 1979 1 0 0 1 4 1 0 7 -7 0
411 EQG 1980 1 0 0 1 4 1 0 7 -7 0
411 EQG 1981 1 0 0 1 4 1 0 7 -7 0
411 EQG 1982 1 0 0 1 4 1 0 7 -7 0
411 EQG 1983 1 0 0 1 4 1 0 7 -7 0
411 EQG 1984 1 0 0 1 4 1 0 7 -7 0
411 EQG 1985 1 0 0 1 4 1 0 7 -7 0
411 EQG 1986 1 0 0 1 4 1 0 7 -7 0
411 EQG 1987 1 0 0 1 4 1 0 7 -7 0
411 EQG 1988 1 0 0 1 4 1 0 7 -7 0
411 EQG 1989 1 0 0 1 4 1 0 7 -7 0
411 EQG 1990 1 0 0 1 4 1 0 7 -7 0
411 EQG 1991 1 0 0 1 4 1 0 7 -7 0
411 EQG 1992 1 0 0 1 4 1 0 7 -7 0
411 EQG 1993 1 0 0 2 4 2 0 5 -5 0
411 EQG 1994 1 0 0 2 4 2 0 5 -5 0
411 EQG 1995 1 0 0 2 4 2 0 5 -5 0
411 EQG 1996 2 0 0 2 4 2 0 5 -5 0
411 EQG 1997 2 0 0 2 4 2 0 5 -5 0
411 EQG 1998 2 0 0 2 4 2 0 5 -5 0
411 EQG 1999 2 0 0 2 4 2 0 5 -5 0
411 EQG 2000 2 0 0 2 4 2 0 5 -5 0
411 EQG 2001 2 0 0 2 4 2 0 5 -5 0
411 EQG 2002 2 0 0 2 4 2 0 5 -5 0
411 EQG 2003 2 0 0 2 4 2 0 5 -5 0
411 EQG 2004 2 0 0 2 4 2 0 5 -5 0
411 EQG 2005 2 0 0 2 4 2 0 5 -5 0
411 EQG 2006 2 0 0 2 4 2 0 5 -5 0
411 EQG 2007 2 0 0 2 4 2 0 5 -5 0
420 GAM 1965 3 3 4 5 5 5 8 0 8 0
420 GAM 1966 3 3 4 5 5 5 8 0 8 0
420 GAM 1967 3 3 4 5 5 5 8 0 8 0
420 GAM 1968 3 3 4 5 5 5 8 0 8 0
420 GAM 1969 3 3 4 5 5 5 8 0 8 0
420 GAM 1970 3 3 4 5 5 5 8 0 8 0
420 GAM 1971 3 3 4 5 5 5 8 0 8 0
420 GAM 1972 3 3 4 5 5 5 8 0 8 0
420 GAM 1973 3 3 4 5 5 5 8 0 8 0
420 GAM 1974 3 3 4 5 5 5 8 0 8 0
420 GAM 1975 3 3 4 5 5 5 8 0 8 0
420 GAM 1976 3 3 4 5 5 5 8 0 8 0
420 GAM 1977 3 3 4 5 5 5 8 0 8 0
420 GAM 1978 3 3 4 5 5 5 8 0 8 0
420 GAM 1979 3 3 4 5 5 5 8 0 8 0
420 GAM 1980 3 3 4 5 5 5 8 0 8 0
420 GAM 1981 3 3 4 5 2 4 7 0 7 0
420 GAM 1982 3 3 4 5 2 4 7 0 7 0
