CCODE SCODE STARTDATE STARTYEAR ENDDATE ENDYEAR XRREG XRCOMP XROPEN XCONST PARREG PARCOMP DEMOCRACY AUTOCRACY POLITY ORIGIN
327 PAP 1/1/1816 1816 25/11/1848 1848 2 1 4 1 4 1 0 9 -9 1
327 PAP 26/11/1848 1848 12/4/1850 1850 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
327 PAP 13/4/1850 1850 22/9/1870 1870 2 1 4 1 4 1 0 9 -9 2
329 SIC 1/1/1816 1816 13/7/1820 1820 3 1 1 1 4 1 0 10 -10 0
329 SIC 14/7/1820 1820 23/3/1821 1821 3 1 2 1 3 3 1 7 -6 0
329 SIC 24/3/1821 1821 16/03/1861 1861 3 1 1 1 4 1 0 10 -10 2
332 MOD 1/1/1816 1816 16/03/1861 1861 3 1 1 1 4 1 0 10 -10 2
335 PMA 1/1/1816 1816 16/03/1861 1861 3 1 1 1 4 1 0 10 -10 2
337 TUS 1/1/1816 1816 17/2/1848 1848 3 1 1 1 4 1 0 10 -10 1
337 TUS 18/2/1848 1848 25/5/1849 1849 3 1 2 3 4 2 0 7 -7 0
337 TUS 26/5/1849 1849 16/03/1861 1861 3 1 1 1 4 1 0 10 -10 2
338 MLT 21/9/1964 1964 30/6/1977 1977 . . . . . . . . 10 7
338 MLT 1/7/1977 1977 30/6/1981 1981 . . . . . . . . 7 7
338 MLT 1/7/1981 1981 30/6/1986 1986 . . . . . . . . 6 7
338 MLT 1/7/1986 1986 31/12/2007 2007 . . . . . . . . 10 7
339 ALB 1/1/1913 1913 9/3/1915 1915 2 1 4 5 3 2 2 4 -2 4
339 ALB 10/3/1915 1915 21/1/1925 1925 -77 -77 -77 -77 -77 -77 -77 -77 -77 0
339 ALB 22/1/1925 1925 8/4/1939 1939 2 1 4 1 4 1 0 9 -9 0
339 ALB 9/4/1939 1939 10/11/1945 1945 -77 -77 -77 -77 -77 -77 -77 -77 -77 0
339 ALB 11/11/1945 1945 11/1/1946 1946 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
339 ALB 12/1/1946 1946 11/12/1990 1990 2 1 4 1 4 1 0 9 -9 0
339 ALB 12/12/1990 1990 30/6/1992 1992 2 2 4 3 3 3 3 2 1 0
339 ALB 1/7/1992 1992 25/5/1996 1996 3 3 4 5 3 3 6 1 5 0
339 ALB 26/5/1996 1996 24/7/1997 1997 2 1 4 5 3 3 3 3 0 0
339 ALB 25/7/1997 1997 24/7/2002 2002 2 2 4 5 3 4 6 1 5 0
339 ALB 25/7/2002 2002 1/9/2005 2005 2 2 4 6 2 4 7 0 7 0
339 ALB 2/9/2005 2005 31/12/2007 2007 3 3 4 7 2 4 9 0 9 0
345 SER 13/7/1878 1878 10/6/1903 1903 2 1 4 1 3 3 1 6 -5 1
345 SER 11/6/1903 1903 1/10/1915 1915 3 2 3 3 5 5 5 1 4 2
345 SER 3/6/2006 2006 31/12/2007 2007 3 3 4 7 3 4 9 1 8 0
341 MNG 1/1/1868 1868 1/7/1915 1915 . . . . . . . . -10 8
341 MNG 3/6/2006 2006 31/12/2007 2007 3 3 4 7 2 3 8 0 8 0
343 MAC 20/11/1991 1991 14/9/2002 2002 2 2 4 5 2 4 6 0 6 1
343 MAC 15/9/2002 2002 31/12/2007 2007 3 3 4 7 2 4 9 0 9 0
344 CRO 25/6/1991 1991 1/10/1995 1995 2 1 4 3 3 3 1 4 -3 0
344 CRO 2/10/1995 1995 16/12/1999 1999 2 1 4 3 3 2 0 5 -5 0
344 CRO 17/12/1999 1999 8/11/2000 2000 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
344 CRO 9/11/2000 2000 1/1/2005 2005 2 2 4 7 2 4 8 0 8 0
344 CRO 2/1/2005 2005 31/12/2007 2007 3 3 4 7 2 4 9 0 9 0
345 YUG 1/12/1918 1918 31/12/1920 1920 -88 -88 -88 -88 -88 -88 -88 -88 -88 1
345 YUG 1/1/1921 1921 5/1/1929 1929 3 1 2 5 2 3 3 3 0 0
345 YUG 6/1/1929 1929 9/10/1934 1934 3 1 1 1 4 1 0 10 -10 0
345 YUG 10/10/1934 1934 23/6/1935 1935 3 1 2 1 4 1 0 10 -10 0
345 YUG 24/6/1935 1935 15/3/1937 1937 3 1 2 1 4 2 0 9 -9 0
345 YUG 16/3/1937 1937 26/8/1939 1939 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
345 YUG 27/8/1939 1939 7/4/1941 1941 3 1 2 5 5 5 5 3 2 0
345 YUG 8/4/1941 1941 20/10/1944 1944 -77 -77 -77 -77 -77 -77 -77 -77 -77 0
345 YUG 21/10/1944 1944 29/11/1945 1945 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
345 YUG 30/11/1945 1945 30/6/1951 1951 2 1 4 3 4 1 0 7 -7 0
345 YUG 1/7/1951 1951 14/1/1953 1953 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
345 YUG 15/1/1953 1953 4/5/1980 1980 2 1 4 3 4 1 0 7 -7 0
345 YUG 5/5/1980 1980 20/1/1990 1990 2 1 4 4 4 1 1 6 -5 0
345 YUG 21/1/1990 1990 30/6/1993 1993 2 1 4 3 3 2 0 5 -5 0
345 YUG 1/7/1993 1993 15/10/1997 1997 2 1 4 1 3 2 0 7 -7 0
345 YUG 16/10/1997 1997 31/12/1998 1998 2 1 4 2 3 2 0 6 -6 0
345 YUG 1/1/1999 1999 26/10/2000 2000 2 1 4 3 4 2 0 6 -6 0
345 YUG 27/10/2000 2000 11/3/2003 2003 2 2 4 6 2 4 7 0 7 0
345 YUG 11/3/2003 2003 2/6/2006 2006 2 2 4 6 2 3 6 0 6 0
346 BOS 3/3/1992 1992 20/12/1995 1995 -77 -77 -77 -77 -77 -77 -77 -77 -77 4
346 BOS 21/12/1995 1995 31/12/2007 2007 -66 -66 -66 -66 -66 -66 -66 -66 -66 0
349 SLV 25/6/1991 1991 31/12/2007 2007 3 3 4 7 5 5 10 0 10 0
350 GRC 17/5/1827 1827 3/2/1830 1830 2 1 4 1 1 0 0 5 -5 0
350 GRC 4/2/1830 1830 28/1/1833 1833 2 1 4 1 2 3 1 5 -4 0
350 GRC 29/1/1833 1833 30/3/1844 1844 1 0 0 1 1 0 0 3 -3 0
350 GRC 31/3/1844 1844 13/2/1862 1862 3 1 2 3 1 0 0 4 -4 0
350 GRC 14/2/1862 1862 28/11/1864 1864 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
350 GRC 29/11/1864 1864 30/6/1870 1870 3 3 4 7 1 0 7 0 7 0
350 GRC 1/7/1870 1870 30/6/1880 1880 3 3 4 7 1 4 9 0 9 0
350 GRC 1/7/1880 1880 5/11/1915 1915 3 3 4 7 5 5 10 0 10 0
350 GRC 6/11/1915 1915 21/6/1916 1916 3 2 3 3 3 3 3 2 1 0
350 GRC 22/6/1916 1916 5/12/1920 1920 -66 -66 -66 -66 -66 -66 -66 -66 -66 0
350 GRC 6/12/1920 1920 26/9/1922 1922 3 2 3 3 3 3 3 2 1 0
350 GRC 27/9/1922 1922 1/5/1924 1924 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
350 GRC 2/5/1924 1924 25/6/1925 1925 1 0 0 1 3 3 1 4 -3 0
350 GRC 26/6/1925 1925 24/9/1926 1926 1 0 0 1 4 2 0 6 -6 0
350 GRC 25/9/1926 1926 19/10/1934 1934 3 3 4 7 5 5 10 0 10 0
350 GRC 20/10/1934 1934 4/8/1936 1936 3 3 4 7 2 3 8 0 8 0
350 GRC 5/8/1936 1936 24/4/1941 1941 2 1 4 1 4 2 0 8 -8 0
350 GRC 25/4/1941 1941 30/12/1944 1944 -77 -77 -77 -77 -77 -77 -77 -77 -77 0
350 GRC 31/12/1944 1944 16/10/1949 1949 3 3 4 7 2 3 8 0 8 0
350 GRC 17/10/1949 1949 21/4/1967 1967 3 3 4 7 4 2 7 3 4 0
350 GRC 22/4/1967 1967 23/7/1974 1974 1 0 0 1 4 1 0 7 -7 0
350 GRC 24/7/1974 1974 7/6/1975 1975 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
350 GRC 8/6/1975 1975 7/3/1986 1986 3 3 4 5 5 5 8 0 8 0
350 GRC 8/3/1986 1986 31/12/2007 2007 3 3 4 7 5 5 10 0 10 0
352 CYP 16/8/1960 1960 21/12/1963 1963 3 3 4 7 2 3 8 0 8 0
352 CYP 22/12/1963 1963 15/4/1968 1968 -77 -77 -77 -77 -77 -77 -77 -77 -77 0
352 CYP 16/4/1968 1968 15/7/1974 1974 3 3 4 6 2 3 7 0 7 0
352 CYP 16/7/1974 1974 13/2/1975 1975 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
352 CYP 14/2/1975 1975 31/12/2007 2007 3 3 4 7 5 5 10 0 10 0
355 BUL 3/3/1878 1878 13/7/1881 1881 3 1 1 3 1 0 0 4 -4 4
355 BUL 14/7/1881 1881 30/9/1883 1883 3 1 1 1 1 0 0 6 -6 0
355 BUL 1/10/1883 1883 4/9/1886 1886 3 1 2 3 5 5 3 4 -1 0
355 BUL 5/9/1886 1886 12/6/1894 1894 2 1 4 1 3 3 1 6 -5 0
355 BUL 13/6/1894 1894 29/6/1913 1913 3 1 1 1 4 2 0 9 -9 0
355 BUL 30/6/1913 1913 15/3/1914 1914 -66 -66 -66 -66 -66 -66 -66 -66 -66 0
355 BUL 16/3/1914 1914 4/10/1918 1918 3 1 1 1 4 2 0 9 -9 0
355 BUL 5/10/1918 1918 7/8/1919 1919 3 3 4 3 3 3 4 2 2 0
355 BUL 8/8/1919 1919 19/5/1934 1934 2 1 4 3 3 3 1 4 -3 0
355 BUL 20/5/1934 1934 18/4/1935 1935 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
355 BUL 19/4/1935 1935 29/8/1943 1943 3 1 2 1 4 1 0 10 -10 0
355 BUL 30/8/1943 1943 5/9/1944 1944 -77 -77 -77 -77 -77 -77 -77 -77 -77 0
355 BUL 6/9/1944 1944 15/9/1946 1946 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
355 BUL 16/9/1946 1946 4/12/1947 1947 2 1 4 3 4 2 0 6 -6 0
355 BUL 5/12/1947 1947 29/3/1990 1990 2 1 4 3 4 1 0 7 -7 0
355 BUL 30/3/1990 1990 23/7/2001 2001 3 3 4 7 2 3 8 0 8 0
355 BUL 24/7/2001 2001 31/12/2007 2007 3 3 4 7 2 4 9 0 9 0
359 MLD 27/8/1991 1991 3/8/1993 1993 2 2 4 5 2 3 5 0 5 0
359 MLD 4/8/1993 1993 6/4/2001 2001 2 2 4 7 2 3 7 0 7 0
359 MLD 7/4/2001 2001 31/12/2007 2007 3 3 4 7 2 3 8 0 8 0
360 RUM 13/7/1878 1878 30/6/1900 1900 3 1 2 3 4 2 0 7 -7 1
360 RUM 1/7/1900 1900 30/6/1910 1910 3 1 2 3 3 2 0 6 -6 0
360 RUM 1/7/1910 1910 27/8/1916 1916 3 1 2 3 3 3 1 5 -4 0
360 RUM 28/8/1916 1916 8/1/1917 1917 -66 -66 -66 -66 -66 -66 -66 -66 -66 0
360 RUM 9/1/1917 1917 10/2/1938 1938 3 1 2 3 3 3 1 5 -4 0
360 RUM 11/2/1938 1938 6/9/1940 1940 3 1 1 1 3 3 1 7 -6 0
360 RUM 7/9/1940 1940 21/1/1941 1941 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
360 RUM 22/1/1941 1941 31/8/1944 1944 1 0 0 1 4 1 0 7 -7 0
360 RUM 1/9/1944 1944 31/12/1947 1947 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
360 RUM 1/1/1948 1948 25/1/1977 1977 2 1 4 3 4 1 0 7 -7 0
360 RUM 26/1/1977 1977 26/12/1989 1989 2 1 4 2 4 1 0 8 -8 0
360 RUM 27/12/1989 1989 20/6/1990 1990 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
360 RUM 21/6/1990 1990 15/11/1996 1996 2 2 4 5 2 3 5 0 5 0
360 RUM 16/11/1996 1996 20/12/2004 2004 3 3 4 6 2 4 8 0 8 0
360 RUM 21/12/2004 2004 31/12/2007 2007 3 3 4 7 2 4 9 0 9 0
365 RUS 1/1/1816 1816 30/10/1905 1905 3 1 1 1 4 1 0 10 -10 1
365 RUS 31/10/1905 1905 6/5/1906 1906 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
365 RUS 7/5/1906 1906 25/2/1917 1917 3 1 2 1 3 3 1 7 -6 0
365 RUS 26/2/1917 1917 25/10/1917 1917 -66 -66 -66 -66 -66 -66 -66 -66 -66 0
365 RUS 26/10/1917 1917 29/12/1922 1922 1 0 0 3 3 3 1 2 -1 0
365 RUS 30/12/1922 1922 27/12/1927 1927 2 1 4 3 4 1 0 7 -7 0
365 RUS 28/12/1927 1927 30/6/1933 1933 2 1 4 2 4 1 0 8 -8 0
365 RUS 1/7/1933 1933 5/3/1953 1953 2 1 4 1 4 1 0 9 -9 0
365 RUS 6/3/1953 1953 28/6/1988 1988 2 1 4 3 4 1 0 7 -7 0
365 RUS 29/6/1988 1988 25/5/1989 1989 2 1 4 3 4 2 0 6 -6 0
365 RUS 26/5/1989 1989 12/6/1990 1990 2 1 4 4 4 2 1 5 -4 0
365 RUS 13/6/1990 1990 31/12/1991 1991 2 2 4 4 4 2 3 3 0 0
365 RUS 1/1/1992 1992 16/10/1993 1993 3 3 4 5 2 3 6 0 6 0
365 RUS 17/10/1993 1993 25/3/2000 2000 3 3 4 3 2 4 5 1 4 0
365 RUS 26/3/2000 2000 1/12/2007 2007 3 3 4 5 2 4 7 0 7 0
365 RUS 2/12/2007 2007 31/12/2007 2007 3 3 4 4 3 4 6 1 5 0
366 EST 11/11/1918 1918 15/6/1919 1919 -66 -66 -66 -66 -66 -66 -66 -66 -66 1
366 EST 16/6/1919 1919 16/10/1933 1933 3 3 4 7 5 5 10 0 10 0
366 EST 17/10/1933 1933 25/2/1936 1936 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
366 EST 26/2/1936 1936 1/6/1940 1940 2 1 4 3 4 2 0 6 -6 2
366 EST 6/9/1991 1991 31/12/2007 2007 2 2 4 7 3 3 7 1 6 0
367 LAT 1/11/1918 1918 31/12/1920 1920 3 3 4 7 1 0 7 0 7 4
367 LAT 1/1/1921 1921 14/1/1928 1928 3 3 4 7 2 0 7 0 7 0
367 LAT 15/1/1928 1928 17/5/1934 1934 3 3 4 7 3 3 8 1 7 0
367 LAT 18/5/1934 1934 1/6/1940 1940 2 1 4 1 4 1 0 9 -9 2
367 LAT 6/9/1991 1991 31/12/2007 2007 2 2 4 7 2 4 8 0 8 0
368 LIT 16/2/1918 1918 17/12/1926 1926 3 3 4 7 4 2 7 3 4 4
368 LIT 18/12/1926 1926 15/5/1928 1928 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
368 LIT 16/5/1928 1928 6/11/1935 1935 2 1 4 1 4 2 0 8 -8 0
368 LIT 7/11/1935 1935 1/6/1940 1940 2 1 4 1 4 1 0 9 -9 2
368 LIT 6/9/1991 1991 31/12/2007 2007 3 3 4 7 5 5 10 0 10 0
369 UKR 1/12/1991 1991 9/9/1993 1993 2 2 4 6 2 3 6 0 6 0
369 UKR 10/9/1993 1993 18/7/1994 1994 2 2 4 5 2 3 5 0 5 0
369 UKR 19/7/1994 1994 27/11/2000 2000 3 3 4 5 2 4 7 0 7 0
369 UKR 28/11/2000 2000 31/12/2005 2005 3 3 4 5 2 3 6 0 6 0
369 UKR 1/1/2006 2006 31/12/2007 2007 3 3 4 6 2 3 7 0 7 0
370 BLR 25/8/1991 1991 15/3/1994 1994 2 2 4 7 2 3 7 0 7 0
370 BLR 16/3/1994 1994 15/4/1995 1995 3 3 4 7 3 3 8 1 7 0
370 BLR 16/4/1995 1995 24/11/1996 1996 3 3 4 3 3 2 3 3 0 0
370 BLR 25/11/1996 1996 31/12/2007 2007 2 1 4 2 4 2 0 7 -7 0
371 ARM 23/9/1991 1991 6/7/1995 1995 3 3 4 5 2 4 7 0 7 0
371 ARM 7/7/1995 1995 27/9/1996 1996 3 3 4 3 2 3 4 1 3 0
371 ARM 28/9/1996 1996 3/2/1998 1998 2 1 4 3 4 2 0 6 -6 0
371 ARM 4/2/1998 1998 20/2/2003 2003 2 2 4 5 3 4 6 1 5 0
371 ARM 21/2/2003 2003 31/12/2007 2007 2 2 4 5 2 3 5 0 5 0
372 GRG 6/9/1991 1991 6/11/1995 1995 2 2 4 5 3 3 5 1 4 1
372 GRG 7/11/1995 1995 8/4/2000 2000 2 2 4 5 3 4 6 1 5 0
372 GRG 9/4/2000 2000 24/1/2004 2004 2 2 4 5 2 3 5 0 5 0
372 GRG 25/1/2004 2004 6/11/2007 2007 3 3 4 5 2 4 7 0 7 0
372 GRG 7/11/2007 2007 31/12/2007 2007 3 3 4 5 3 4 7 1 6 0
373 AZE 30/8/1991 1991 8/6/1992 1992 2 1 4 3 3 3 1 4 -3 0
373 AZE 9/6/1992 1992 30/6/1993 1993 2 2 4 3 3 3 3 2 1 0
373 AZE 1/7/1993 1993 11/11/1995 1995 2 1 4 3 3 3 1 4 -3 0
373 AZE 12/11/1995 1995 16/10/1998 1998 2 1 4 2 3 2 0 6 -6 0
373 AZE 17/10/1998 1998 31/12/2007 2007 2 1 4 2 4 2 0 7 -7 0
375 FIN 6/12/1917 1917 17/7/1919 1919 3 3 4 7 2 3 8 0 8 0
375 FIN 18/7/1919 1919 15/7/1930 1930 3 3 4 7 5 5 10 0 10 0
375 FIN 16/7/1930 1930 16/2/1931 1931 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
375 FIN 17/2/1931 1931 2/9/1944 1944 3 3 4 7 4 2 7 3 4 0
375 FIN 3/9/1944 1944 31/12/2007 2007 3 3 4 7 5 5 10 0 10 0
380 SWD 1/1/1816 1816 30/6/1842 1842 3 1 1 3 4 1 0 8 -8 1
380 SWD 1/7/1842 1842 30/6/1855 1855 3 1 1 3 4 2 0 7 -7 0
380 SWD 1/7/1855 1855 30/6/1870 1870 3 1 1 4 4 2 1 6 -5 0
380 SWD 1/7/1870 1870 30/6/1907 1907 3 1 2 5 4 2 2 6 -4 0
380 SWD 1/7/1907 1907 30/6/1917 1917 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
380 SWD 1/7/1917 1917 31/12/2007 2007 3 3 4 7 5 5 10 0 10 0
385 NOR 26/8/1905 1905 9/4/1940 1940 3 3 4 7 5 5 10 0 10 1
385 NOR 10/4/1940 1940 8/5/1945 1945 -66 -66 -66 -66 -66 -66 -66 -66 -66 0
385 NOR 9/5/1945 1945 31/12/2007 2007 3 3 4 7 5 5 10 0 10 0
390 DEN 1/1/1816 1816 30/6/1834 1834 3 1 1 1 4 1 0 10 -10 1
390 DEN 1/7/1834 1834 5/6/1849 1849 3 1 1 1 4 2 0 9 -9 0
390 DEN 6/6/1849 1849 28/7/1866 1866 3 1 2 5 5 5 5 3 2 0
390 DEN 29/7/1866 1866 30/6/1870 1870 3 1 2 3 5 5 3 4 -1 0
390 DEN 1/7/1870 1870 15/4/1901 1901 3 1 2 3 2 3 1 4 -3 0
390 DEN 16/4/1901 1901 5/6/1915 1915 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
390 DEN 6/6/1915 1915 9/4/1940 1940 3 3 4 7 5 5 10 0 10 0
390 DEN 10/4/1940 1940 5/5/1945 1945 -66 -66 -66 -66 -66 -66 -66 -66 -66 0
390 DEN 6/5/1945 1945 31/12/2007 2007 3 3 4 7 5 5 10 0 10 0
395 ICE 17/6/1944 1944 31/12/2007 2007 3 3 4 7 5 5 10 0 10 -1
402 CAP 5/7/1975 1975 30/6/1976 1976 . . . . . . . . -2 7
402 CAP 1/7/1976 1976 30/6/1986 1986 . . . . . . . . -6 7
402 CAP 1/7/1986 1986 30/6/1988 1988 . . . . . . . . -3 7
402 CAP 1/7/1988 1988 30/6/1989 1989 . . . . . . . . -5 7
402 CAP 1/7/1989 1989 30/6/1990 1990 . . . . . . . . -2 7
402 CAP 1/7/1990 1990 30/6/1991 1991 . . . . . . . . 7 7
402 CAP 1/7/1991 1991 31/12/2007 2007 . . . . . . . . 10 7
404 GNB 10/9/1974 1974 16/5/1984 1984 2 1 4 3 4 1 0 7 -7 0
404 GNB 17/5/1984 1984 17/11/1991 1991 2 1 4 2 4 1 0 8 -8 0
404 GNB 18/11/1991 1991 3/7/1994 1994 2 1 4 3 4 2 0 6 -6 0
404 GNB 4/7/1994 1994 7/6/1998 1998 3 3 4 4 2 3 5 0 5 0
404 GNB 8/6/1998 1998 16/5/1999 1999 -77 -77 -77 -77 -77 -77 -77 -77 -77 0
404 GNB 17/5/1999 1999 22/1/2000 2000 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
404 GNB 23/1/2000 2000 13/9/2003 2003 2 2 4 5 2 3 5 0 5 0
404 GNB 14/9/2003 2003 30/9/2005 2005 1 0 0 2 2 3 1 2 -1 0
404 GNB 1/10/2005 2005 31/12/2007 2007 2 2 4 6 2 3 6 0 6 0
411 EQG 12/10/1960 1960 28/2/1969 1969 2 2 4 3 2 3 3 1 2 4
411 EQG 1/3/1969 1969 14/3/1993 1993 1 0 0 1 4 1 0 7 -7 0
411 EQG 15/3/1993 1993 31/12/1995 1995 1 0 0 2 4 2 0 5 -5 0
411 EQG 1/1/1996 1996 31/12/2007 2007 2 0 0 2 4 2 0 5 -5 0
420 GAM 18/2/1965 1965 29/7/1981 1981 3 3 4 5 5 5 8 0 8 0
420 GAM 30/7/1981 1981 15/9/1990 1990 3 3 4 5 2 4 7 0 7 0
420 GAM 16/9/1990 1990 23/7/1994 1994 3 3 4 5 5 5 8 0 8 0
420 GAM 24/7/1994 1994 26/9/1996 1996 1 0 0 1 4 1 0 7 -7 0
420 GAM 27/9/1996 1996 14/1/1997 1997 2 0 0 1 4 2 0 6 -6 0
420 GAM 15/1/1997 1997 31/12/2007 2007 2 0 0 2 4 2 0 5 -5 0
432 MLI 22/9/1960 1960 19/11/1968 1968 2 1 4 3 4 1 0 7 -7 0
432 MLI 20/11/1968 1968 31/12/1978 1978 1 0 0 1 4 1 0 7 -7 0
432 MLI 1/1/1979 1979 26/3/1991 1991 2 0 0 1 4 1 0 7 -7 0
432 MLI 27/3/1991 1991 8/6/1992 1992 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
432 MLI 9/6/1992 1992 15/5/1997 1997 3 3 4 5 2 4 7 0 7 0
432 MLI 16/5/1997 1997 31/12/2007 2007 3 3 4 5 2 3 6 0 6 0
433 SEN 4/4/1960 1960 17/12/1962 1962 3 3 4 3 4 2 3 4 -1 0
433 SEN 18/12/1962 1962 3/3/1963 1963 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
433 SEN 4/3/1963 1963 31/7/1974 1974 2 1 4 3 4 1 0 7 -7 0
433 SEN 1/8/1974 1974 19/9/1978 1978 2 1 4 3 4 2 0 6 -6 0
433 SEN 20/9/1978 1978 1/1/1981 1981 2 2 4 3 4 2 2 4 -2 0
433 SEN 2/1/1981 1981 19/3/2000 2000 2 1 4 3 2 4 2 3 -1 0
433 SEN 20/3/2000 2000 31/12/2007 2007 3 3 4 6 2 4 8 0 8 0
434 BEN 1/8/1960 1960 28/10/1963 1963 3 3 4 3 3 3 4 2 2 0
434 BEN 29/10/1963 1963 22/12/1965 1965 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
434 BEN 23/12/1965 1965 1/5/1970 1970 1 0 0 1 4 1 0 7 -7 0
434 BEN 2/5/1970 1970 26/10/1972 1972 2 1 4 3 2 3 1 3 -2 0
434 BEN 27/10/1972 1972 31/12/1979 1979 1 0 0 1 4 1 0 7 -7 0
434 BEN 1/1/1980 1980 25/2/1990 1990 2 0 0 1 4 1 0 7 -7 0
434 BEN 26/2/1990 1990 24/3/1991 1991 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
434 BEN 25/3/1991 1991 18/3/2006 2006 2 2 4 5 2 4 6 0 6 0
434 BEN 19/3/2006 2006 31/12/2007 2007 3 3 4 5 2 4 7 0 7 0
435 MAA 28/11/1960 1960 2/4/1962 1962 2 1 4 5 4 1 2 6 -4 0
435 MAA 3/4/1962 1962 12/7/1991 1991 2 1 4 3 4 1 0 7 -7 0
435 MAA 13/7/1991 1991 3/8/2005 2005 2 1 4 3 4 2 0 6 -6 0
435 MAA 4/8/2005 2005 27/6/2006 2006 2 1 4 3 3 2 0 5 -5 0
435 MAA 28/6/2006 2006 18/4/2007 2007 2 0 0 3 3 2 0 3 -3 0
435 MAA 19/4/2007 2007 31/12/2007 2007 2 2 4 5 2 0 4 0 4 0
436 NIR 3/8/1960 1960 15/4/1974 1974 2 1 4 3 4 1 0 7 -7 0
436 NIR 16/4/1974 1974 31/12/1981 1981 1 0 0 1 4 1 0 7 -7 0
436 NIR 1/1/1982 1982 14/6/1987 1987 2 0 0 1 4 1 0 7 -7 0
436 NIR 15/6/1987 1987 29/7/1991 1991 2 1 4 3 4 1 0 7 -7 0
436 NIR 30/7/1991 1991 26/12/1992 1992 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
436 NIR 27/12/1992 1992 28/1/1996 1996 3 3 4 7 2 3 8 0 8 0
436 NIR 29/1/1996 1996 9/4/1999 1999 1 0 0 1 4 2 0 6 -6 0
436 NIR 10/4/1999 1999 17/7/1999 1999 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
436 NIR 18/7/1999 1999 15/11/2004 2004 2 2 4 5 3 4 6 1 5 0
436 NIR 16/11/2004 2004 31/12/2007 2007 3 3 4 5 3 4 7 1 6 0
437 CDI 7/8/1960 1960 7/11/1990 1990 2 1 4 1 4 1 0 9 -9 0
437 CDI 8/11/1990 1990 8/12/1994 1994 2 1 4 2 4 2 0 7 -7 0
437 CDI 9/12/1994 1994 24/12/1999 1999 2 1 4 3 4 2 0 6 -6 0
437 CDI 25/12/1999 1999 25/10/2000 2000 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
437 CDI 26/10/2000 2000 19/9/2002 2002 2 2 4 5 3 3 5 1 4 0
437 CDI 20/9/2002 2002 6/4/2007 2007 -77 -77 -77 -77 -77 -77 -77 -77 -77 0
437 CDI 7/4/2007 2007 31/12/2007 2007 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
438 GUI 2/10/1958 1958 3/4/1984 1984 2 1 4 1 4 1 0 9 -9 0
438 GUI 4/4/1984 1984 23/12/1991 1991 1 0 0 1 4 1 0 7 -7 0
438 GUI 24/12/1991 1991 12/7/1995 1995 1 0 0 2 4 2 0 5 -5 0
438 GUI 13/7/1995 1995 31/12/2007 2007 2 0 0 3 3 3 1 2 -1 0
439 BFO 5/8/1960 1960 3/1/1966 1966 2 1 4 3 4 1 0 7 -7 0
439 BFO 4/1/1966 1966 15/11/1969 1969 1 0 0 1 4 1 0 7 -7 0
439 BFO 16/11/1969 1969 14/6/1970 1970 1 0 0 1 4 2 0 6 -6 0
439 BFO 15/6/1970 1970 27/11/1977 1977 2 0 0 2 3 2 0 4 -4 0
439 BFO 28/11/1977 1977 29/5/1978 1978 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
439 BFO 30/5/1978 1978 25/11/1980 1980 3 3 4 5 3 3 6 1 5 0
439 BFO 26/11/1980 1980 2/6/1991 1991 1 0 0 1 4 1 0 7 -7 0
439 BFO 3/6/1991 1991 15/5/1997 1997 2 0 0 2 4 2 0 5 -5 0
439 BFO 16/5/1997 1997 31/12/1997 1997 2 0 0 2 3 2 0 4 -4 0
439 BFO 1/1/1998 1998 15/10/2000 2000 2 0 0 2 3 4 2 3 -1 0
439 BFO 16/10/2000 2000 18/9/2001 2001 2 2 4 3 3 2 2 3 -1 0
439 BFO 19/9/2001 2001 31/12/2007 2007 2 0 0 3 3 4 2 2 0 0
450 LBR 26/7/1847 1847 30/6/1884 1884 3 3 4 7 4 2 7 3 4 0
