dyad,statelno,statelab,statehno,statehab,conttype,begin,end,notes,version
380385,380,"SWD",385,"NOR",1,194505,200612,"Resumes after GMY occupation of NOR ends",3.1
380390,380,"SWD",390,"DEN",2,181601,194004,"Across Oresund; ends with GMY occup of DEN",3.1
380390,380,"SWD",390,"DEN",2,194505,200006,"Across Oresund; resumes when GMY occup of DEN ends; ends when opening of Oresund Bridge creates land border",3.1
380390,380,"SWD",390,"DEN",2,200007,200612,"Land border begins with opening of Oresund Bridge",3.1
385390,385,"NOR",390,"DEN",4,190506,194004,"Across Skagerrak; begins with NOR system entry; ends with GMY occup of NOR/DEN",3.1
385390,385,"NOR",390,"DEN",4,194505,200612,"Across Skagerrak; resumes after GMY occupation of NOR/DEN ends",3.1
402433,402,"CAP",433,"SEN",5,197507,200612,"Across Atlantic Ocean; begins with CAP system entry",3.1
403411,403,"STP",411,"EQG",4,197507,200612,"Across Gulf of Guinea; begins with STP system entry",3.1
403471,403,"STP",471,"CAO",5,197507,200612,"Across Gulf of Guinea; begins with STP system entry",3.1
403475,403,"STP",475,"NIG",5,197507,200612,"Across Gulf of Guinea; begins with STP system entry",3.1
403481,403,"STP",481,"GAB",4,197507,200612,"Across Gulf of Guinea; begins with STP system entry",3.1
404433,404,"GNB",433,"SEN",1,197409,200612,"Begins with GNB system entry",3.1
404438,404,"GNB",438,"GUI",1,197409,200612,"Begins with GNB system entry",3.1
411471,411,"EQG",471,"CAO",1,196810,200612,"Begins with EQG system entry",3.1
411475,411,"EQG",475,"NIG",4,196810,200612,"Across Gulf of Guinea; begins with EQG system entry",3.1
411481,411,"EQG",481,"GAB",1,196810,200612,"Begins with EQG system entry",3.1
420433,420,"GAM",433,"SEN",1,196502,200612,"Begins with GAM system entry",3.1
432433,432,"MLI",433,"SEN",1,196008,200612,"Begins with SEN system entry",3.1
432435,432,"MLI",435,"MAA",1,196011,200612,"Begins with MAA system entry",3.1
432436,432,"MLI",436,"NIR",1,196010,200612,"Begins with NIR system entry",3.1
432437,432,"MLI",437,"CDI",1,196008,200612,"Begins with CDI system entry",3.1
432438,432,"MLI",438,"GUI",1,196006,200612,"Begins with MLI system entry",3.1
432439,432,"MLI",439,"BFO",1,196008,200612,"Begins with BFO system entry",3.1
432615,432,"MLI",615,"ALG",1,196207,200612,"Begins with ALG system entry",3.1
433435,433,"SEN",435,"MAA",1,196011,200612,"Begins with MAA system entry",3.1
433438,433,"SEN",438,"GUI",1,196008,200612,"Begins with SEN system entry",3.1
434436,434,"BEN",436,"NIR",1,196010,200612,"Begins with NIR system entry",3.1
434439,434,"BEN",439,"BFO",1,196008,200612,"Begins with BFO system entry",3.1
434452,434,"BEN",452,"GHA",4,196008,200612,"Across Bight of Benin; begins with BEN system entry",3.1
434461,434,"BEN",461,"TOG",1,196008,200612,"Begins with BEN system entry",3.1
434475,434,"BEN",475,"NIG",1,196010,200612,"Begins with NIG system entry",3.1
435600,435,"MAA",600,"MOR",1,197602,200612,"Begins with MAA/MOR division of Spanish Sahara",3.1
435615,435,"MAA",615,"ALG",1,196207,200612,"Begins with ALG system entry",3.1
436439,436,"NIR",439,"BFO",1,196010,200612,"Begins with NIR system entry",3.1
436471,436,"NIR",471,"CAO",4,196010,200612,"Across Lake Chad; begins with NIR system entry",3.1
436475,436,"NIR",475,"NIG",1,196010,200612,"Begins with NIR system entry",3.1
436483,436,"NIR",483,"CHA",1,196010,200612,"Begins with NIR system entry",3.1
436615,436,"NIR",615,"ALG",1,196207,200612,"Begins with ALG system entry",3.1
436620,436,"NIR",620,"LIB",1,196010,200612,"Begins with NIR system entry",3.1
437438,437,"CDI",438,"GUI",1,196008,200612,"Begins with CDI system entry",3.1
437439,437,"CDI",439,"BFO",1,196008,200612,"Begins with CDI system entry",3.1
437450,437,"CDI",450,"LBR",1,196008,200612,"Begins with CDI system entry",3.1
437452,437,"CDI",452,"GHA",1,196008,200612,"Begins with CDI system entry",3.1
438450,438,"GUI",450,"LBR",1,195810,200612,"Begins with GUI system entry",3.1
438451,438,"GUI",451,"SIE",1,196104,200612,"Begins with SIE system entry",3.1
439452,439,"BFO",452,"GHA",1,196008,200612,"Begins with BFO system entry",3.1
439461,439,"BFO",461,"TOG",1,196008,200612,"Begins with BFO system entry",3.1
450451,450,"LBR",451,"SIE",1,196104,200612,"Begins with SIE system entry",3.1
452461,452,"GHA",461,"TOG",1,196004,200612,"Begins with TOG system entry",3.1
452475,452,"GHA",475,"NIG",5,196010,200612,"Across Bight of Benin; begins with NIG system entry",3.1
461475,461,"TOG",475,"NIG",5,196010,200612,"Across Bight of Benin; begins with NIG system entry",3.1
471475,471,"CAO",475,"NIG",1,196010,200612,"Begins with NIG system entry",3.1
471481,471,"CAO",481,"GAB",1,196008,200612,"Begins with GAB system entry",3.1
471482,471,"CAO",482,"CEN",1,196008,200612,"Begins with CEN system entry",3.1
471483,471,"CAO",483,"CHA",1,196008,200612,"Begins with CHA system entry",3.1
471484,471,"CAO",484,"CON",1,196008,200612,"Begins with CON system entry",3.1
475481,475,"NIG",481,"GAB",5,196010,200612,"Across Gulf of Guinea; begins with NIG system entry",3.1
475483,475,"NIG",483,"CHA",3,196010,200612,"Across Lake Chad; begins with NIG system entry",3.1
481484,481,"GAB",484,"CON",1,196008,200612,"Begins with CON system entry",3.1
481540,481,"GAB",540,"ANG",5,197511,200612,"Across Atlantic Ocean; begins with ANG system entry",3.1
482483,482,"CEN",483,"CHA",1,196008,200612,"Begins with CEN system entry",3.1
482484,482,"CEN",484,"CON",1,196008,200612,"Begins with CON system entry",3.1
482490,482,"CEN",490,"DRC",1,196008,200612,"Begins with CEN system entry",3.1
482625,482,"CEN",625,"SUD",1,196008,200612,"Partly through South Sudan; begins with CEN system entry",3.1
483620,483,"CHA",620,"LIB",1,196008,200612,"Begins with CHA system entry",3.1
483625,483,"CHA",625,"SUD",1,196008,200612,"Begins with CHA system entry",3.1
484490,484,"CON",490,"DRC",1,196008,200612,"Begins with CON system entry",3.1
484540,484,"CON",540,"ANG",1,197511,200612,"Begins with ANG system entry",3.1
490500,490,"DRC",500,"UGA",1,196210,200612,"Begins with UGA system entry",3.1
490510,490,"DRC",510,"TAZ",3,196112,200612,"Across Lake Tanganyika; begins with TAZ system entry",3.1
490516,490,"DRC",516,"BUI",1,196207,200612,"Begins with BUI system entry",3.1
490517,490,"DRC",517,"RWA",1,196207,200612,"Begins with RWA system entry",3.1
490540,490,"DRC",540,"ANG",1,197511,200612,"Begins with ANG system entry",3.1
490551,490,"DRC",551,"ZAM",1,196410,200612,"Begins with ZAM system entry",3.1
490625,490,"DRC",625,"SUD",1,196006,200612,"Through South Sudan; begins with DRC system entry",3.1
500501,500,"UGA",501,"KEN",1,196312,200612,"Begins with KEN system entry",3.1
500510,500,"UGA",510,"TAZ",1,196210,200612,"Begins with UGA system entry",3.1
500517,500,"UGA",517,"RWA",1,196210,200612,"Begins with UGA system entry",3.1
500625,500,"UGA",625,"SUD",1,196210,200612,"Through South Sudan; begins with UGA system entry",3.1
501510,501,"KEN",510,"TAZ",1,196312,200612,"Begins with KEN system entry",3.1
501511,501,"KEN",511,"ZAN",4,196312,196404,"Across Indian Ocean; begins with ZAN system entry; ends with ZAN merger into TAZ",3.1
501520,501,"KEN",520,"SOM",1,196312,200612,"Begins with KEN system entry",3.1
501530,501,"KEN",530,"ETH",1,196312,200612,"Begins with KEN system entry",3.1
501625,501,"KEN",625,"SUD",1,196312,200612,"Through South Sudan; begins with KEN system entry",3.1
510511,510,"TAZ",511,"ZAN",3,196312,196404,"Across Indian Ocean; begins with ZAN system entry; ends with ZAN merger into TAZ",3.1
510516,510,"TAZ",516,"BUI",1,196207,200612,"Begins with BUI system entry",3.1
510517,510,"TAZ",517,"RWA",1,196207,200612,"Begins with RWA system entry",3.1
510520,510,"TAZ",520,"SOM",5,196112,200612,"Across Indian Ocean; begins with TAZ system entry",3.1
510541,510,"TAZ",541,"MZM",1,197506,200612,"Begins with MZM system entry",3.1
510551,510,"TAZ",551,"ZAM",1,196410,200612,"Begins with ZAM system entry",3.1
510553,510,"TAZ",553,"MAW",1,196407,200612,"Begins with MAW system entry",3.1
510581,510,"TAZ",581,"COM",5,197512,200612,"Across Indian Ocean; begins with COM system entry",3.1
510591,510,"TAZ",591,"SEY",5,197606,200612,"Across Indian Ocean; begins with SEY system entry",3.1
511520,511,"ZAN",520,"SOM",5,196312,196404,"Across Indian Ocean; begins with ZAN system entry; ends with ZAN merger into TAZ",3.1
516517,516,"BUI",517,"RWA",1,196207,200612,"Begins with BUI/RWA system entry",3.1
520522,520,"SOM",522,"DJI",1,197706,200612,"Begins with DJI system entry",3.1
520530,520,"SOM",530,"ETH",1,196007,200612,"Begins with SOM system entry",3.1
520678,520,"SOM",678,"YAR",4,196007,199005,"Across Gulf of Aden; begins with SOM system entry; ends with YAR/YPR merger into YEM",3.1
520679,520,"SOM",679,"YEM",4,199005,200612,"Across Gulf of Aden; begins with YAR/YPR merger into YEM",3.1
520680,520,"SOM",680,"YPR",4,196711,199005,"Across Gulf of Aden; begins with YPR system entry; ends with YAR/YPR merger into YEM",3.1
520698,520,"SOM",698,"OMA",5,197110,200612,"Across Gulf of Aden; begins with OMA system entry",3.1
522530,522,"DJI",530,"ETH",1,197706,200612,"Begins with DJI system entry",3.1
522531,522,"DJI",531,"ERI",1,199305,200612,"Begins with ERI secession from ETH",3.1
522670,522,"DJI",670,"SAU",5,197706,200612,"Across Red Sea; begins with DJI system entry",3.1
522678,522,"DJI",678,"YAR",3,197706,199005,"Across Bab el Mandeb; begins with DJI system entry; ends with YAR/YPR merger into YEM",3.1
522679,522,"DJI",679,"YEM",2,199005,200612,"Across Bab el Mandeb; vegins with YAR/YPR merger into YEM",3.1
522680,522,"DJI",680,"YPR",2,197706,199005,"Across Bab el Mandeb; begins with DJI system entry; ends with YAR/YPR merger into YEM",3.1
530531,530,"ETH",531,"ERI",1,199305,200612,"Begins with ERI secession from ETH",3.1
530625,530,"ETH",625,"SUD",1,195601,200612,"Partly through South Sudan; begins with SUD system entry",3.1
530670,530,"ETH",670,"SAU",4,195209,199305,"Across Red Sea (through Eritrea); begins when ERI federated with ETH; ends with ERI secession from ETH",3.1
530678,530,"ETH",678,"YAR",2,195209,199005,"Across Bab el Mandeb (through Eritrea); begins when ERI federated with ETH; ends with YAR/YPR merger into YEM",3.1
530679,530,"ETH",679,"YEM",2,199005,199305,"Across Bab el Mandeb (through Eritrea); begins with YAR/YPR merger into YEM; ends with ERI secession from ETH",3.1
530680,530,"ETH",680,"YPR",3,196711,199005,"Across Bab el Mandeb (through Eritrea); begins with YPR system entry; ends with YAR/YPR merger into YEM",3.1
531625,531,"ERI",625,"SUD",1,199305,200612,"Begins with ERI secession from ETH",3.1
531670,531,"ERI",670,"SAU",4,199305,200612,"Across Red Sea; begins with ERI secession from ETH",3.1
531679,531,"ERI",679,"YEM",2,199305,200612,"Across Bab el Mandeb; begins with ERI secession from ETH",3.1
540551,540,"ANG",551,"ZAM",1,197511,200612,"Begins with ANG system entry",3.1
540565,540,"ANG",565,"NAM",1,199003,200612,"Begins with NAM system entry",3.1
541551,541,"MZM",551,"ZAM",1,197506,200612,"Begins with MZM system entry",3.1
541552,541,"MZM",552,"ZIM",1,197506,200612,"Begins with MZM system entry",3.1
541553,541,"MZM",553,"MAW",1,197506,200612,"Begins with MZM system entry",3.1
541560,541,"MZM",560,"SAF",1,197506,200612,"Begins with MZM system entry",3.1
541572,541,"MZM",572,"SWA",1,197506,200612,"Begins with MZM system entry",3.1
541580,541,"MZM",580,"MAG",5,197506,200612,"Across Indian Ocean; begins with MZM system entry",3.1
541581,541,"MZM",581,"COM",5,197512,200612,"Across Indian Ocean; begins with COM system entry",3.1
541591,541,"MZM",591,"SEY",5,197606,200612,"Across Indian Ocean; begins with SEY system entry",3.1
551552,551,"ZAM",552,"ZIM",1,196511,200612,"Begins with ZIM system entry",3.1
551553,551,"ZAM",553,"MAW",1,196410,200612,"Begins with ZAM system entry",3.1
551565,551,"ZAM",565,"NAM",1,199003,200612,"Begins with NAM system entry",3.1
551571,551,"ZAM",571,"BOT",1,196609,200612,"Begins with BOT system entry",3.1
552560,552,"ZIM",560,"SAF",1,196511,200612,"Begins with ZIM system entry",3.1
552571,552,"ZIM",571,"BOT",1,196609,200612,"Begins with BOT system entry",3.1
560565,560,"SAF",565,"NAM",1,199003,200612,"Begins with NAM system entry",3.1
560570,560,"SAF",570,"LES",1,196610,200612,"Begins with LES system entry",3.1
560571,560,"SAF",571,"BOT",1,196609,200612,"Begins with BOT system entry",3.1
560572,560,"SAF",572,"SWA",1,196809,200612,"Begins with SWA system entry",3.1
565571,565,"NAM",571,"BOT",1,199003,200612,"Begins with NAM system entry",3.1
580581,580,"MAG",581,"COM",5,197512,200612,"Across Indian Ocean; begins with COM system entry",3.1
580591,580,"MAG",591,"SEY",5,197606,200612,"Across Indian Ocean; begins with SEY system entry",3.1
581591,581,"COM",591,"SEY",5,197606,200612,"Across Indian Ocean; begins with SEY system entry",3.1
590591,590,"MAS",591,"SEY",5,197606,200612,"Across Indian Ocean; begins with SEY system entry",3.1
600615,600,"MOR",615,"ALG",1,196207,200612,"Begins with ALG system entry",3.1
615616,615,"ALG",616,"TUN",1,196207,200612,"Begins with ALG system entry",3.1
615620,615,"ALG",620,"LIB",1,196207,200612,"Begins with ALG system entry",3.1
616620,616,"TUN",620,"LIB",1,195603,200612,"Begins with TUN system reentry",3.1
616640,616,"TUN",640,"TUR",1,183505,188105,"Through Libya; begins with restoration of Ottoman rule over Libya; ends with FRN occupation of TUN",3.1
620625,620,"LIB",625,"SUD",1,195603,200612,"Resumes with TUN system reentry",3.1
620640,620,"LIB",640,"TUR",5,195112,200612,"Across Mediterranean Sea; begins with LIB system entry",3.1
620651,620,"LIB",651,"EGY",1,195112,200612,"Begins with LIB system entry",3.1
625651,625,"SUD",651,"EGY",1,195601,200612,"Begins with SUD system entry",3.1
625670,625,"SUD",670,"SAU",4,195601,200612,"Across Red Sea; begins with SUD system entry",3.1
625678,625,"SUD",678,"YAR",5,195601,199005,"Across Red Sea; begins with SUD system entry; ends with YAR/YPR merger into YEM",3.1
625679,625,"SUD",679,"YEM",5,199005,200612,"Across Red Sea; begins with YAR/YPR merger into YEM",3.1
625680,625,"SUD",680,"YPR",5,196711,199005,"Across Red Sea; begins with YPR system entry; ends with YAR/YPR merger into YEM",3.1
630640,630,"IRN",640,"TUR",1,185501,200612,"Begins with IRN system entry",3.1
630645,630,"IRN",645,"IRQ",1,193210,200612,"Begins with IRQ system entry",3.1
630670,630,"IRN",670,"SAU",4,192705,200612,"Across Persian Gulf; begins with SAU system entry",3.1
630690,630,"IRN",690,"KUW",3,196106,200612,"Across Persian Gulf; begins with KUW system entry",3.1
630692,630,"IRN",692,"BAH",4,197108,200612,"Across Persian Gulf; begins with BAH system entry",3.1
630694,630,"IRN",694,"QAT",4,197109,200612,"Across Persian Gulf; begins with QAT system entry",3.1
630696,630,"IRN",696,"UAE",4,197112,200612,"Across Persian Gulf; begins with UAE system entry",3.1
630698,630,"IRN",698,"OMA",4,197110,200612,"Across Persian Gulf; begins with OMA system entry",3.1
630700,630,"IRN",700,"AFG",1,192001,200612,"Begins with AFG system entry",3.1
630701,630,"IRN",701,"TKM",1,199112,200612,"Begins with TKM system entry",3.1
630705,630,"IRN",705,"KZK",5,199112,200612,"Across Caspian Sea; begins with KZK system entry",3.1
630770,630,"IRN",770,"PAK",1,194708,200612,"Begins with PAK system entry",3.1
640645,640,"TUR",645,"IRQ",1,193210,200612,"Begins with IRQ system entry",3.1
640651,640,"TUR",651,"EGY",1,185501,188209,"Begins with EGY system entry; ends with UKG occupation of EGY",3.1
640651,640,"TUR",651,"EGY",5,193705,195802,"Across Mediterranean Sea; resumes with EGY system reentry; sea contiguity replaced by land when SYR merges with EGY",3.1
640651,640,"TUR",651,"EGY",1,195802,196109,"Through Syria (merged with EGY from 1958-61); ends when Syria ends merger with EGY",3.1
640651,640,"TUR",651,"EGY",5,196109,200612,"Across Mediterranean Sea; sea contiguity resumes after SYR leaves merger",3.1
640652,640,"TUR",652,"SYR",1,194604,195802,"Begins with SYR system entry; ends when SYR merges with EGY",3.1
640652,640,"TUR",652,"SYR",1,196109,200612,"Resumes after SYR leaves merger with EGY",3.1
640660,640,"TUR",660,"LEB",4,194603,200612,"Across Mediterranean Sea; begins with LEB system entry",3.1
640666,640,"TUR",666,"ISR",5,194805,200612,"Across Mediterranean Sea; begins with ISR system entry",3.1
645651,645,"IRQ",651,"EGY",1,195802,196109,"Through Syria (merged with EGY from 1958-61); ends when Syria ends merger with EGY",3.1
645652,645,"IRQ",652,"SYR",1,194604,195802,"Begins with SYR system entry; ends when SYR merges with EGY",3.1
645652,645,"IRQ",652,"SYR",1,196109,200612,"Resumes after SYR leaves merger with EGY",3.1
645663,645,"IRQ",663,"JOR",1,194603,200612,"Begins with JOR system entry",3.1
645670,645,"IRQ",670,"SAU",1,193210,200612,"Begins with IRQ system entry",3.1
645690,645,"IRQ",690,"KUW",1,196106,200612,"Begins with KUW system entry",3.1
645692,645,"IRQ",692,"BAH",5,197108,200612,"Across Persian Gulf; begins with BAH system entry",3.1
645694,645,"IRQ",694,"QAT",5,197109,200612,"Across Persian Gulf; begins with QAT system entry",3.1
651652,651,"EGY",652,"SYR",5,194604,195802,"Across Mediterranean Sea; begins with SYR system entry; ends when SYR merges with EGY",3.1
651652,651,"EGY",652,"SYR",5,196109,200612,"Across Mediterranean Sea; resumes after SYR leaves merger with EGY",3.1
651660,651,"EGY",660,"LEB",5,194603,195802,"Across Mediterranean Sea; begins with LEB system entry; sea border replaced by land border when SYR merges with EGY",3.1
651660,651,"EGY",660,"LEB",1,195802,196109,"Through Syria (merged with EGY from 1958-61); ends when Syria ends merger with EGY",3.1
651660,651,"EGY",660,"LEB",5,196109,200612,"Across Mediterranean Sea; sea contiguity resumes after SYR leaves merger",3.1
651663,651,"EGY",663,"JOR",2,194603,195802,"Across Gulf of Aqaba (through Sinai Peninsula); begins with JOR system entry; sea border replaced by land border when SYR merges with EGY",3.1
651663,651,"EGY",663,"JOR",1,195802,196109,"Through Syria (merged with EGY from 1958-61); ends when Syria ends merger with EGY",3.1
651663,651,"EGY",663,"JOR",2,196109,196706,"Across Gulf of Aqaba (through Sinai Peninsula); sea contiguity resumes after SYR leaves merger; ends when ISR captures Sinai Peninsula",3.1
651663,651,"EGY",663,"JOR",2,198204,200612,"Across Gulf of Aqaba (through Sinai Peninsula); resumes when EGY recovers Sinai from ISR",3.1
651666,651,"EGY",666,"ISR",1,194805,200612,"Begins with ISR system entry",3.1
651670,651,"EGY",670,"SAU",2,193705,196706,"Across Gulf of Aqaba (through Sinai Peninsula); begins with EGY system reentry; ends when ISR captures Sinai Peninsula",3.1
651670,651,"EGY",670,"SAU",4,196706,198204,"Across Red Sea; farther sea contiguity due to EGY loss of Sinai",3.1
651670,651,"EGY",670,"SAU",2,198204,200612,"Across Gulf of Aqaba (through Sinai Peninsula); resumes when EGY recovers Sinai from ISR",3.1
652660,652,"SYR",660,"LEB",1,194604,195802,"Begins with SYR system entry; ends when SYR merges with EGY",3.1
652660,652,"SYR",660,"LEB",1,196109,200612,"Resumes after SYR leaves merger with EGY",3.1
652663,652,"SYR",663,"JOR",1,194604,195802,"Begins with SYR system entry; ends when SYR merges with EGY",3.1
652663,652,"SYR",663,"JOR",1,196109,200612,"Resumes after SYR leaves merger with EGY",3.1
652666,652,"SYR",666,"ISR",1,194805,195802,"Begins with ISR system entry; ends when SYR merges with EGY",3.1
652666,652,"SYR",666,"ISR",1,196109,200612,"Resumes after SYR leaves merger with EGY",3.1
660666,660,"LEB",666,"ISR",1,194805,200612,"Begins with ISR system entry",3.1
663666,663,"JOR",666,"ISR",1,194805,200612,"Begins with ISR system entry",3.1
663670,663,"JOR",670,"SAU",1,194603,200612,"Begins with JOR system entry",3.1
666670,666,"ISR",670,"SAU",2,194805,200612,"Across Gulf of Aqaba; begins with ISR system entry",3.1
670678,670,"SAU",678,"YAR",1,192705,199005,"Begins with SAU system entry; ends with YAR/YPR merger into YEM",3.1
670679,670,"SAU",679,"YEM",1,199005,200612,"Begins with YAR/YPR merger into YEM",3.1
670680,670,"SAU",680,"YPR",1,196711,199005,"Begins with YPR system entry; ends with YAR/YPR merger into YEM",3.1
670690,670,"SAU",690,"KUW",1,196106,200612,"Begins with KUW system entry",3.1
670692,670,"SAU",692,"BAH",3,197108,198611,"Across Gulf of Bahrain; begins with BAH system entry; replaced by direct land contiguity with opening of bridge",3.1
670692,670,"SAU",692,"BAH",1,198611,200612,"Becomes land border with opening of King Fahd Causeway (25 km bridge across Gulf of Bahrain)",3.1
670694,670,"SAU",694,"QAT",1,197109,200612,"Begins with QAT system entry",3.1
670696,670,"SAU",696,"UAE",1,197112,200612,"Begins with UAE system entry",3.1
670698,670,"SAU",698,"OMA",1,197110,200612,"Begins with OMA system entry",3.1
678680,678,"YAR",680,"YPR",1,196711,199005,"Begins with YPR system entry; ends with YAR/YPR merger into YEM",3.1
679698,679,"YEM",698,"OMA",1,199005,200612,"Begins with YAR/YPR merger into YEM",3.1
680698,680,"YPR",698,"OMA",1,197110,199005,"Begins with OMA system entry; ends with YAR/YPR merger into YEM",3.1
690692,690,"KUW",692,"BAH",5,197108,200612,"Across Persian Gulf; begins with BAH system entry",3.1
690694,690,"KUW",694,"QAT",5,197109,200612,"Across Persian Gulf; begins with QAT system entry",3.1
692694,692,"BAH",694,"QAT",3,197109,200612,"Across Gulf of Bahrain; begins with QAT system entry",3.1
692696,692,"BAH",696,"UAE",5,197112,200612,"Across Persian Gulf; begins with UAE system entry",3.1
692698,692,"BAH",698,"OMA",5,197110,200612,"Across Persian Gulf; begins with OMA system entry",3.1
694696,694,"QAT",696,"UAE",1,197112,200612,"Begins with UAE system entry",3.1
694698,694,"QAT",698,"OMA",5,197110,200612,"Across Persian Gulf; begins with OMA system entry",3.1
696698,696,"UAE",698,"OMA",1,197112,200612,"Begins with UAE system entry",3.1
698770,698,"OMA",770,"PAK",5,197110,200612,"Across Gulf of Oman; begins with OMA system entry",3.1
700701,700,"AFG",701,"TKM",1,199112,200612,"Begins with TKM system entry",3.1
700702,700,"AFG",702,"TAJ",1,199112,200612,"Begins with TAJ system entry",3.1
700704,700,"AFG",704,"UZB",1,199112,200612,"Begins with UZB system entry",3.1
700710,700,"AFG",710,"CHN",1,192001,200612,"Begins with AFG system entry",3.1
700770,700,"AFG",770,"PAK",1,194708,200612,"Begins with PAK system entry",3.1
701704,701,"TKM",704,"UZB",1,199112,200612,"Begins with TKM/UZB system entry",3.1
701705,701,"TKM",705,"KZK",1,199112,200612,"Begins with TKM/KZK system entry",3.1
702703,702,"TAJ",703,"KYR",1,199112,200612,"Begins with TAJ/KYR system entry",3.1
702704,702,"TAJ",704,"UZB",1,199112,200612,"Begins with TAJ/UZB system entry",3.1
702710,702,"TAJ",710,"CHN",1,199112,200612,"Begins with TAJ system entry",3.1
703704,703,"KYR",704,"UZB",1,199112,200612,"Begins with KYR/UZB system entry",3.1
703705,703,"KYR",705,"KZK",1,199112,200612,"Begins with KYZ/KZK system entry",3.1
703710,703,"KYR",710,"CHN",1,199112,200612,"Begins with KYR system entry",3.1
704705,704,"UZB",705,"KZK",1,199112,200612,"Begins with UZB system entry",3.1
705710,705,"KZK",710,"CHN",1,199112,200612,"Begins with KZK system entry",3.1
710712,710,"CHN",712,"MON",1,192101,200612,"Begins with MON system entry",3.1
710713,710,"CHN",713,"TAW",2,194912,200612,"Across Taiwan Strait; begins with TAW system entry",3.1
710730,710,"CHN",730,"KOR",1,188701,190511,"Begins with KOR system entry; ends with JPN protectorate over KOR",3.1
710731,710,"CHN",731,"PRK",1,194809,200612,"Begins with PRK system entry",3.1
710732,710,"CHN",732,"ROK",4,194906,200612,"Across Yellow Sea; begins with ROK system entry",3.1
710740,710,"CHN",740,"JPN",5,186001,187903,"Across East China Sea (closest=Kyushu-Shanghai); begins with JPN system entry; replaced by closer contiguity when JPN annexes Ryukyus",3.1
710740,710,"CHN",740,"JPN",4,187903,189504,"Across East China Sea (closest=Formosa-Ryukyu Islands); begins with JPN annexation of Ryukyus; becomes colonial contiguity when JPN acquires Formosa",3.1
710740,710,"CHN",740,"JPN",5,195204,200612,"Across East China Sea; esumes after Allied occupation of JPN ends",3.1
710750,710,"CHN",750,"IND",1,194708,200612,"Begins with IND system entry",3.1
710760,710,"CHN",760,"BHU",1,197109,200612,"Begins with BHU system entry",3.1
710770,710,"CHN",770,"PAK",1,194708,200612,"Begins with PAK system entry",3.1
710775,710,"CHN",775,"MYA",1,194801,200612,"Begins with MYA system entry",3.1
710790,710,"CHN",790,"NEP",1,195010,200612,"Begins with CHN occupation of Tibet",3.1
710812,710,"CHN",812,"LAO",1,195310,200612,"Begins with LAO system entry",3.1
710816,710,"CHN",816,"DRV",1,195407,200612,"Begins with DRV system entry",3.1
710817,710,"CHN",817,"RVN",4,195406,197504,"Across Gulf of Tonkin; begins with RVN system entry; ends with DRV absorption of RVN",3.1
710840,710,"CHN",840,"PHI",4,194607,194912,"Across South China Sea; begins with PHI system entry; changes to more distant sea contiguity when TAW becomes independent",3.1
710840,710,"CHN",840,"PHI",5,194912,200612,"Across South China Sea; more distant sea contiguity (from CHN mainland rather than TAW) begins with TAW system entry",3.1
713740,713,"TAW",740,"JPN",4,197205,200612,"Across East China Sea; begins with return of JPN sovereignty over Ryukyu Islands",3.1
713840,713,"TAW",840,"PHI",4,194912,200612,"Across South China Sea; begins with TAW system entry",3.1
730740,730,"KOR",740,"JPN",4,188701,190511,"Across Korea Strait; begins with KOR system entry; ends with JPN protectorate over KOR",3.1
731732,731,"PRK",732,"ROK",1,194906,200612,"Begins with ROK system entry",3.1
731740,731,"PRK",740,"JPN",5,195204,200612,"Across Sea of Japan; begins when Allied occupation of JPN ends",3.1
732740,732,"ROK",740,"JPN",4,195204,200612,"Across Korea Strait; begins when Allied occupation of JPN ends",3.1
740840,740,"JPN",840,"PHI",5,197205,200612,"Across Philippine Sea; begins with return of JPN sovereignty over Ryukyu Islands",3.1
750760,750,"IND",760,"BHU",1,197109,200612,"Begins with BHU system entry",3.1
750770,750,"IND",770,"PAK",1,194708,200612,"Begins with IND system entry",3.1
750771,750,"IND",771,"BNG",1,197201,200612,"Begins with BNG system entry",3.1
750775,750,"IND",775,"MYA",1,194801,200612,"Begins with MYA system entry",3.1
750780,750,"IND",780,"SRI",2,194802,200612,"Across Gulf of Mannar; begins with SRI system entry",3.1
750781,750,"IND",781,"MAD",4,196507,200612,"Across Laccadive Sea; begins with MAD system entry",3.1
750790,750,"IND",790,"NEP",1,194708,200612,"Begins with IND system entry",3.1
750800,750,"IND",800,"THI",5,194708,200612,"Across Andaman Sea (through Andaman and Nicobar Islands); begins with IND system entry",3.1
750820,750,"IND",820,"MAL",5,195708,200612,"Across Andaman Sea (through Andaman and Nicobar Islands); begins with MAL system entry",3.1
750850,750,"IND",850,"INS",4,194912,200612,"Across Great Channel (through Nicobar Islands-Sumatra); begins with INS system entry",3.1
770775,770,"PAK",775,"MYA",1,194801,200612,"Begins with MYA system entry",3.1
771775,771,"BNG",775,"MYA",1,197201,200612,"Begins with BNG system entry",3.1
775800,775,"MYA",800,"THI",1,194801,200612,"Begins with MYA system entry",3.1
775812,775,"MYA",812,"LAO",1,195310,200612,"Begins with LAO system entry",3.1
775850,775,"MYA",850,"INS",5,194912,200612,"Across Andaman Sea (through Sumatra); begins with INS system entry",3.1
800811,800,"THI",811,"CAM",1,195311,200612,"Begins with CAM system entry",3.1
800812,800,"THI",812,"LAO",1,195310,200612,"Begins with LAO system entry",3.1
